IP,Input,Time
192.168.1.189,"Please stop. If you continue to vandalize Wikipedia, as you did to Kmart, you will be blocked from editing.    
 :If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings.",32
192.168.1.5,I was merely apologising for my interference ;),32
192.168.1.68,"::::Uhm people, just a short reality check. Question: we have verified that 90% of what this article is based on is bogus, entered by sockpuppets, targetted to dupe casual visitors into believing that this individual is important. Based on this evidence, why do you continue to invest countless hours to find info about a bogus fraudster? Do you really think your time is well invested here? I really don't get it, by know, many of you must have invested more hours to debunk and enhance the article that original sockpuppeteer has invested himself. Do you really think that your time and work is worth it? Do you really think that working on such a small, unimportant article in the big picture is worth your time? I'm not flaming or cursing, I'm genuinely interested what inner fire you girls and guys still keep on going with this article. Don't you just have had - enough? Your time must be in the dozens of hours already - for those few lines? Is that worth it? Aren't there other article that deserve more attention? Like I said, I'm curious why you guys don't think your time can be invested into something else with more value? Do you really think that your work is invested well here? As I said, I am really interested in your answers, not flaming or anything.",32
192.168.1.255,""" 

 == CatDiffuse == 

 I think the best idea would be to check its whatlinkshere every now and then and make sure the tag only shows up in cats where it's appropriate. Frankly I don't think there's much point to the tag since most people don't read cat pages, just cat contents.  """,32
192.168.1.91,""" 

 == Cloud feedback == 

 Why is cloud feedback only under the positive feedbacks? Just about any paper states that it can be both. That the IPCC states that it is """"more likely a positive than a negative feedback"""" doesn't change that.   """,32
192.168.1.11,"Avg, plenty of Greeks love the King. Stop acting like all Greeks hate him. You just parrot what the government tells us via their 'media.' We Greeks asked George I to be our King. We supported them. They reclaimed much of our lands. We voted to keep them numerous times. In the 1930's by 97% vote! 
 Also, he tried to overthrow the dictators. Read a book. The Greek government is the biggest liars. The US didn't want us to have our King and our claim to Constantinople/Asia Minor. He is a direct descendant of five Greek imperial (Byzantine) dynasties (Monomachos, Comnenos, Laskaris, Angelos, and Paleologos).",50
192.168.1.117,"== Roman general Agricola and the Battle of Mons Graupius == 

 In the Total war#Early History section, it claims that the Ancient Romans practiced total war in Caledonia (now Scotland). However, neither Gnaeus Julius Agricola nor Battle of Mons Graupius confirm or even address these claims of noncombatants being killed.    |",50
192.168.1.58,This is a REDIRECT discussion page. Please do not leave article related discussion here.  Please go to the article's discussion page.,50
192.168.1.24,"* Maybe you should have a read of that one too. Since I've decided to assist with articles on wikipedia, you have made the experience nothing but hell you piece of shit. Pull your finger out of your bureaucratic arse and rot in hell.",50
192.168.1.123,"== Second issue == 

 I'm thinking we need a taxonomy section; there are things that aren't really as clear as they maybe could be. Why is/what specific findings about the fossils places R. narmadensis in the subfamily Carnotaurinae? Why 'princely lizard of the Narmada'; is that significant as to the stature/behavior/predatorial prowess of R. narmadensis? If there is anything more precise on its taxonomy, such as that, it would be great to add.",50
192.168.1.107,""" 

 == Hey man == 

  
 I saw you removing all the fair use images from Jimi Hendrix discography. It's a bitch to do it, but good job doing the right thing. Right now I'm going through a lot of artist and discography pages looking for album covers to get rid of and other bad images. You got my back. Keep up the good work.++++ """,50
192.168.1.169,": But there's only one EP and one album, which is really also an EP. Even in the 70s, it would have been considered an EP, although it could have been considered an album by length in the 50s or the 60s. This is my point. They don't have two full-length albums.",50
192.168.1.64,""" 
 :Hi Olly, by moderator do you mean administrator?  There all no official requirements needed to become an administrator, however, the Wikipedia community must decide in favor of your request in order to be granted the rights.  Therefore, in order to have a successful request, you must show experience and trustworthiness throughout your edits over a period of time. This period of time has not set length, but more experience is favored over less.  I hope this helps, Â  """,50
192.168.1.8,"à¦ªà¦°à¦¿à¦šà¦¯à¦¼   

 à¦¨à¦¾à¦®-à¦®à§‹à¦ƒà¦«à¦°à¦¹à¦¾à¦¦ à¦‡à¦¸à¦²à¦¾à¦® 
 à¦ªà¦¿à¦¤à¦¾-à¦®à§‹à¦ƒ à¦¶à¦¾à¦¹à¦œà¦¾à¦¹à¦¾à¦¨ à¦®à¦¿à¦¯à¦¼à¦¾ 
 à¦®à¦¾à¦¤à¦¾-à¦®à§‹à¦›à¦¾à¦ƒà¦«à¦¾à¦¹à¦¿à¦®à¦¾ à¦¬à§‡à¦—à¦® 
 à¦—à§à¦°à¦¾à¦®à¦ƒ à¦œà¦¾à¦¨à¦•à¦¿à¦ªà§à¦° à¦¸à¦²à¦‡ à¦®à¦¨à§à¦¡à¦² à¦ªà¦¾à¦¡à¦¼à¦¾ 
 à¦‡à¦‰à¦¨à¦¿à¦¯à¦¼à¦¨à¦ƒà¦¨à¦¿à¦²à¦¾à¦–à¦¿à¦¯à¦¼à¦¾ 
 à¦‰à¦ªà¦œà§‡à¦²à¦¾à¦ƒà¦¬à¦•à¦¶à§€à¦—à¦žà§à¦œ 
 à¦œà§‡à¦²à¦¾à¦ƒà¦œà¦¾à¦®à¦¾à¦²à¦ªà§à¦°  
 à¦¬à¦¿à¦­à¦¾à¦—à¦ƒà¦¢à¦¾à¦•à¦¾ 

  
     à¥¤à¥¤à¥¤à¥¤à¥¤à¥¤à¥¤à¥¤à¥¤à¥¤à¥¤à¥¤à¥¤à¥¤à¥¤ 

  

 à¦†à¦®à¦¿ à§§à§¯à§¯à§­ à¦¸à¦¾à¦²à§‡à¦° à§¨à§¦.à¦œà¦¾à¦¨à§à¦¯à¦¼à¦¾à¦°à¦¿ à¦†à¦®à¦¾à¦° à¦¨à¦¾à¦¨à¦¾à¦° à¦¬à¦¾à¦¡à¦¼à¦¿à¦¤à§‡ à¦œà¦¨à§à¦®à¦—à§à¦°à¦¹à¦£ à¦•à¦°à¦¿à¥¤ à§¨à§¦à§¦à§¦ à¦¸à¦¾à¦²à§‡ à¦¨à¦¿à¦œ à¦—à§à¦°à¦¾à¦®à§‡à¦° à¦¸à§à¦•à§à¦²à§‡ à¦­à¦°à§à¦¤à¦¿ à¦¹à¦¯à¦¼ à¦à¦¬à¦‚ à¦“à¦‡ à¦¸à§à¦•à§à¦² à¦¥à§‡à¦•à§‡à¦‡ à¦ªà§à¦°à¦¾à¦‡à¦®à¦¾à¦°à¦¿ à¦²à§‡à¦¬à§‡à¦² à¦¶à§‡à¦· à¦•à¦°à¦¿à¥¤à§¨à§¦à§¦à§¬ à¦¸à¦¾à¦²à§‡ à¦­à¦°à§à¦¤à¦¿ à¦¨à¦¿à¦œ à¦‡à¦‰à¦¨à¦¿à¦¯à¦¼à¦¨à§‡à¦° à¦¨à¦¿à¦²à¦¾à¦–à¦¿à¦¯à¦¼à¦¾ à¦†à¦° à¦œà§‡ à¦ªà¦¾à¦‡à¦²à¦Ÿ à¦‰à¦šà§à¦š à¦¬à¦¿à¦¦à§à¦¯à¦¾à¦²à¦¯à¦¼à§‡ à§¬à¦·à§à¦  à¦¶à§à¦°à§‡à¦¨à§€à¦¤à§‡ à¦à¦¬à¦‚ à¦¸à§‡à¦–à¦¾à¦¨à§‡ à¦•à§à¦²à¦¾à¦¸ à¦à¦‡à¦Ÿ à¦ªà¦°à§à¦¯à¦¨à§à¦¤ à¦ªà¦¡à¦¼à¦¿à¥¤à¥¤ à¦ªà¦°à§‡ à¦­à¦°à§à¦¤à¦¿ à¦¹à¦‡ à¦¬à¦•à¦¶à§€à¦—à¦žà§à¦œ à¦Ÿà¦¿.à¦­à¦¿.à¦†à¦‡  à¦ à¦¸à§‡à¦–à¦¾à¦¨ à¦¥à§‡à¦•à§‡ à§¨à§¦à§§à§¨ à¦¸à¦¾à¦²à§‡ à¦à¦¸ à¦à¦¸ à¦¸à¦¿ à¦ªà¦¾à¦¶ à¦•à¦°à¦¿à¥¤à¦¤à¦¾à¦° à¦ªà¦° à¦Ÿà§‡à¦•à§à¦¸à¦Ÿà¦¾à¦‡à¦² à¦ à¦¡à¦¿à¦ªà§à¦²à§‹à¦®à¦¾ à¦•à¦°à¦¾à¦° à¦œà¦¨à§à¦¯ à¦­à¦°à§à¦¤à¦¿ à¦¹à¦²à¦¾à¦® à¦¶à¦¹à§€à¦¦ à¦†à¦¬à§à¦¦à§à¦° à¦°à¦¬ à¦¸à§‡à¦°à¦¨à¦¿à¦¯à¦¼à¦¾à¦¬à¦¾à¦¤ à¦Ÿà§‡à¦•à§à¦¸à¦Ÿà¦¾à¦‡à¦² à¦‡à¦žà§à¦œà¦¿à¦¨à¦¿à¦¯à¦¼à¦¾à¦°à¦¿à¦‚ à¦•à¦²à§‡à¦œ,à¦¬à¦°à¦¿à¦¶à¦¾à¦²à¥¤ à¦¬à¦°à§à¦¤à¦®à¦¾à¦¨à§‡ à¦†à¦®à¦¿ à¦à¦‡ à¦•à¦²à§‡à¦œà§‡ à§¬à¦·à§à¦  à¦¸à§‡à¦®à¦¿à¦¸à§à¦Ÿà¦¾à¦° à¦à¦° à¦à¦• à¦œà¦¨ à¦›à¦¾à¦¤à§à¦°à¥¤à¥¤",50
192.168.1.58,"== scholarly corroboration of folklore == 

 My understanding is that folklore can provide clues to history, medicine, and other areas of scholarship that can be verified, in part, through archaeology, biology, and so on, but I don't have any sources handy or for which I recall titles. If anyone does, please add a section to the article about scholarly confirmation. 

 We could do the same for disconfirmation, but there's plenty on that in many places, usually in the form of debunking based on a lack of scientific evidence, which is a weaker standard than positive evidence. 

 Thanks.",50
192.168.1.219,"==Redirects== 
 ãƒˆãƒ¬ã‚¤ãƒ³ãƒ»ãƒˆãƒ¬ã‚¤ãƒ³, ãƒˆãƒ¬ã‚¤ãƒ³ ãƒˆãƒ¬ã‚¤ãƒ³, ãƒˆãƒ¬ã‚¤ãƒ³ãƒˆãƒ¬ã‚¤ãƒ³, ãƒˆãƒ¬ã‚¤ãƒ³-ãƒˆãƒ¬ã‚¤ãƒ³, ãƒˆãƒ¬ã‚¤ãƒ³+ãƒˆãƒ¬ã‚¤ãƒ³, ãƒˆãƒ¬ã‚¤ãƒ³*ãƒˆãƒ¬ã‚¤ãƒ³, ãƒˆãƒ¬ã‚¤ãƒ³, ãƒˆãƒ¬ã‚¤ãƒ³, ãƒˆãƒ¬ã‚£ãƒ³â˜†ãƒˆãƒ¬ã‚£ãƒ³, Toreinãƒ»Torein, Torein Torein, Torein-Torein, Torein+Torein, Torein*Torein, Torein, Torein, Toreinâ˜†Torein, Trainãƒ»Train, Trainâ˜†Train, ãƒˆãƒ¬ã‚¤ãƒ³â€”ãƒˆãƒ¬ã‚¤ãƒ³, Toreinâ€”Torein, Trainâ€”Train, ãƒˆãƒ¬ã‚¤ãƒ³â€“ãƒˆãƒ¬ã‚¤ãƒ³, Toreinâ€“Torein, Trainâ€“Train 

 should redirect here",50
192.168.1.101,"""::I respect your point of view, and when this discussion originated on 8th April I would have tended to agree with you. However today this is now being mentioned by multiple expert sources. The opinion of F1 driver Pastor Maldonado is """"The rules are the same for everyone, so you need to avoid incidents ... But at the same time [the threat of penalties means] you cannot race, you need to only stay on track and wait for problems."""" (original article is behind paywall on Autosport). This issue was also discussed and recognized by expert commentators during Sky Sports F1 Chinese GP Free Practice 1. I will be adding this section back to the article with appropriate references.    

 """,50
192.168.1.247,"i would like to take a moment of my time to apologize for leaving my workstation long enough for an idiot to use my IP to be an idiot... it wont happen again, i promise. im sure he meant this hyde, who, as it turns out, is male. he has been explained to why that was vandalism, and why obsessing over Jrock is silly.",50
192.168.1.37,"Ø§Ù„Ø³Ù„Ø§Ù… Ø¹Ù„ÙŠÙƒÙ… Ùˆ Ø±Ø­Ù…Ø© Ø§Ù„Ù„Ù‡ Ùˆ Ø¨Ø±ÙƒØ§ØªÙ‡ Ø§Ù„Ø§ Ø§Ù„Ø¬Ù…ÙŠØ¹ 
 ØªÙØ¶Ù„ÙˆØ§ Ø¬Ù…ÙŠØ¹Ø§",50
192.168.1.68,"""   

 ::::::::::::::Another priceless gem from yourself demonstrating your general cluelessness: ,""""The fuse rating (and therefore the plug rating in the case of a non-rewireable plug) is determined by the cable attached, not the appliance it will be used with."""". Where on earth did you dig that nonsense up from? There are plenty of good examples around, but medium to large switch mode power supplies are often supplied with nominally 3 Amp cable in a moulded on plug, many with an IEC 60320 C7 type plug (rated by that standard at 2.5 Amps). According to you, the plug should therefore be fitted with a 3 Amp fuse (determined by the cable). If you did so, you would never get any but the smallest power supplies running. You have to fit a 5 Amp fuse because the very large >40 Amp momentary inrush current lasts long enough that it will blow a 3 Amp fuse. The cable and plug can retain their original ratings because the inrush current will not harm them. The rating of the fuse is determined by much much more than the cable size alone. Indeed, the type of power supply that is built into a plug usually has no fuse at all!   17:17""",50
192.168.1.240,"""This is just bizarre. Ani Medjool's abuse of wikipedia rules gets rewarded, and then he awards you a barnstar.  WTF?  Anyhow a new person, adept at ridicule, has joined in the conversation at falafel.  Sigh...   

 """,50
192.168.1.31,":::They're good enough that they can no longer be considered for speedy deletion. The rationales are acceptable; the actual use may still be an issue needing review, and that I would take to FFD if necessary.",50
192.168.1.197,""" 

 :Understandable. I've had a lot of problems with him in the past, too, particularly in regard to copyright violations and, more recently, grammar and style. But, as far as this issue goes: What, do you just want me to block both of you for 24 hours? â€” ''''''  """,50
192.168.1.202,""" 

 Firstly still making undiffable edits and refusing to use edit summaries is becoming a behavioural issue that will need to be escalated if it doesn't stop. Gun, I really don't understand why you find it so hard to follow the basic standards of behaviour required to edit in a collaborative environment. 

 Secondly, """"announcing"""" changes on someone's talk page doesn't really count as discussing them collaboratively, rather it means you discussed it with me. 

 Furthermore I told you to go to the NPOV noticeboard to raise the State University vs University issue if you wanted to discuss the issue, which you a) failed to do, b) you removed the disputed tag from the article without a result (as I suggested waiting until later), c) you made yet another diff which contained a large number of other unknown, unknowable and undisucssed changes to the article.   <> """,50
192.168.1.209,""" 

 ==Name in the introductory paragraph== 
 I've always been told that using """"Dr."""" & """"Ph.D."""" in the same name was incorrect, as the Ph.D. automatically conferred the status of doctor.   However, I'm not sure what to do in this case.  Since he is so well-known as """"Dr. Martin Luther King, Jr.,"""" the normal approach of dropping """"Dr."""" and keeping """"Ph.D."""" doesn't seem to be the best answer, even though it's the one most style guides seem to endorse.  Would someone more intimately familliar with the article like to take a swing at changing it, or suggesting an alternative?   """,50
192.168.1.132,to fuck you and ur family,50
192.168.1.60,"== Mrpainkiller, Neurophyte and Jean-Philippe == 

 After a complaint at intervention against vandalism, I protected the article VampireFreaks.com.  It was either that, or block all of you for disruption and personal attacks.  I will unprotect the article in the morning.  In the meantime, please consider the following: 
 *Reverting another user's talk page is pretty rude.  There is a policy conflict between the user talk page policy, which says users can blank or archive warnings (although archiving is preferred by the community) and the vandalism policy, which says that removing warnings given to you is vandalism.  I don't agree with the vandalism point of view, and I haven't seen a lot of support for it lately except among people who are fighting amongst themselves for other reasons.  If someone deletes a warning they've obviously seen it.  If you are concerned about someone's edits, use a verbose edit summary so that even if the warning is removed the edit summary will be visible. 
 *I understand there is a view among two of you that Mrpainkiller7's edits are detrimental to the article.  There are lots of right ways to deal with this, including editing by consensus, Request for comment on the article or the user, Mediation, and third opinion.  I'm not going to judge the content, but fighting (wherever it occurs) is the wrong way to deal with the problem. 
 *Personal attacks are not to be tolerated.  Please deal with the content of edits, not character.  

 I'm leaving this message with each of you.  If you keep fighting over talk pages, I suppose I or another admin will eventually figure it's time to block someone.  Unless you are positive that you are 100% right and the other guy is 100% wrong, you should probably try and work this out peacefully in case the admins don't see things your way.",50
192.168.1.218,"== hrthrtdghrsdtghtrsdhtrhdgthjrtgh == 

 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffhngviudfhgoiuerhgukfhkjgeruighervyfdohgobvijgfjgojfdhgjofhglkfhboerhgbdhoifdtyklerbhlkjhbdjgbojtgofgjrfjhlrkhilebotrjbh9jtrohibjrtlhujty;junmoytijoryjhigfjhgfjnifgjgfhkljtgilhjfdojgfdojgfkjngfdlkjgnklfgikfvihgifbfhbgkufbdsukfgglkdhvureuhgiurhgh4irtgyrehgui4t7iryggoifhgo54oerygtjeiygut8gopfe8gig89fjhg9r8tyr8hygb7hruegfigust8g0r0retugrijtrir6tihviurhgnviurwt,kcnguiergvknfgioerpjgklfupgrojgoirutkdhgl;rehgljkgyuorihfgiurwyhoug6y3oi4hg98w6u jtgnkjryt9jgoidug059jgiufd7teurjg98etujoijfgiosdug 0945ojtg0o8reuyjurfi ug945uj ygoip5uj5tg;eoiu495yp;w8y5urtg9ui8hui9g85w4mftmuv89tny0uvg8ytihguihfdkjvhu4krngkfdjs hgkjfghoeruygrhy goh tgoiugkiughgvhghghghhgghhghghghghghghghhhhhgtherkgheefjgsefdghh",50
192.168.1.148,HI FRANKIE HOW ARE YOU I HEARD YOU LIKE TO SUCK FAT DICK AND PUT IT IN YOUR EAR WHOLES,50
192.168.1.76,"""=Outside input=== 
 *I've given this debate a bit of a read through, and for the most part, it seems clear that although the actual content of many of  may be important, they are presented in an extremely PoV manner that IMO smells agenda-pushing. Issues (ii) and (vii) below are prime examples of that, though the rest work as well. The key here that I think GoldDragon needs to understand (and trust me, I have experience with POV pushers) is that Wikipedia is not a place to campaign, all additions to the article need to be entirely factual and presented in a clearly neutral manner - something that  seems to have done well. GoldDragon's edits (specifically the ones identified as contentious in this discussion) should be reworked to be presented in a neutral manner, or else removed. In addition, this issue of what is notable enough for inclusion has come up often in my own disputes. The most useful tool I've come up with to deal with this is to ask myself """"Will the average, a-political Torontonian find this information useful?"""" Things like the election sign business for example; while interesting to those who are intensely involved, if you were to ask the average person, they'd probably say something along the lines of """"Who cares?"""" That, I find, is a good measure of notability when dealing with trivia in politician articles   

 ==""",50
192.168.1.145,"== black mamba == 

 It.is ponious snake of the word and but it not kills many people but king cobra kills many people in India",50
192.168.1.127,"2005 (UTC) 
 ::::: Fuck you, Jim. Everyone knows I'm female. IJzeren Jan, Jim is harassing me on the basis of a medical chromosomal condition I was born with.  15:46, August 10,",50
192.168.1.117,"==September 30, 2005== 
 Back to your old tricks, eh? Stop it or you'll be blocked.",50
192.168.1.240,#NAME?,50
192.168.1.137,""" 
 :::::@yash read wp:VANDAL '''''' """,50
192.168.1.17,"u suck u suck u suck u suck u sucku suck u suck u suck u suck u u suck u suck u suck u suck u sucksucku suck u suck u suck u suck u sucku suck u suck uu suck u suck u suck u suck u suck suck u suck u sucku suck u suck u suck u suck u suck 
 u suck u suck u suck u suck u sucku suck u suck u suck u suck u u suck u suck u suck u suck u sucksucku suck u suck u suck u suck u sucku suck u suck uu suck u suck u suck u suck u suck suck u suck u sucku suck u suck u suck u suck u suck 
 u suck u suck u suck u suck u sucku suck u suck u suck u suck u u suck u suck u suck u suck u sucksucku suck u suck u suck u suck u sucku suck u suck uu suck u suck u suck u suck u suck suck u suck u sucku suck u suck u suck u suck u suck 
 u suck u suck u suck u suck u sucku suck u suck u suck u suck u u suck u suck u suck u suck u sucksucku suck u suck u suck u suck u sucku suck u suck uu suck u suck u suck u suck u suck suck u suck u sucku suck u suck u suck u su 
 u suck u suck u suck u suck u sucku suck u suck u suck u suck u u suck u suck u suck u suck u sucksucku suck u suck u suck u suck u sucku suck u suck uu suck u suck u suck u suck u suck suck u suck u sucku suck u suck u suck u suck u suckck u suck",50
192.168.1.139,"Slavery is forbidden in Islam?  That seems to run counter to history.  Weren't the Mamluks, simply to mention one group, former slaves?",50
192.168.1.155,""":Perhaps WP:AN can provide some advice... I'm not quite sure what to do either.  â€”  â€¢  â€¢   

 """,50
192.168.1.183,"""I notice that you and jehockman have close connection on your talk page. Jehockman edits SEO articles and runs an SEO company(conflict of interest? That is the fox guarding the chicken coup?). Perhaps you should have this sock puppet conversation with jonathan hockman. In my opinion having an SEO masquerade as a wiki editor and using sock puppets to delete other SEO's is gamesmanship and clearly not in the spirit of providing accurate information on wikipedia but rather suppressing it. I just Googled """"seo expert"""" and out of 5 million results Mr. Guy is number 3. Not notable? What is your ajenda?  

 """,50
192.168.1.146,""" 
 ::No problem. Sorry my question was unclear - do you prefer the three arks picture in the article now, or the log drive photo (linked above) that probably is on Pine Creek - agree Little Pine is too little now. No idea if it was enlarged by a splash dam though, but I agree it looks more Pine than Little Pine.   '''''' """,50
192.168.1.1,Please do move my comment there to legitimize everything. I really don't know how to do things here. all i know is just to edit.,50
192.168.1.149,:::Looks like this was an old issue so I took the liberty of removing it. I don't see any difference between the non-spaced version and the spaced version now. The spaced version just makes the intro look very strange.,50
192.168.1.217,"I saw the cricket match played on 2nd oct 15 at dharamshala india. i just wanted to know why our bowlers do not through dot-balls. our bowlers always throw short balls; i could not understand as to why short balls on which the opponent team scored easy runs. why they do not practise for dot-balls; instead of throwing balls with speed of 147 km/hr they should throw dot-balls say with speed of 130 km/hr so that they may not score easy runs.  

 My idea is that out of 120 balls 100 were short balls.  

 please pay special attention on this  

 i am lay man but click on such things, which are very much",50
192.168.1.126,"**I just revamped WP:FART, I thought a little housekeeping would give it more street cred.",50
192.168.1.78,""" 

 ==US== 
 I'm trying not to just be a whinger and a hand waver here, but it annoys me that there's an entire section devoted to left vs. right politics in the US, yet there's nothing similar regarding the rest of the world. The US bias of wikipedia is very irritating sometimes, though it shouldn't be, as most Internet users are in the U.S. In other words, i'm a whiny European who is too lazy to write a non US section. 

 From the US>  That's easy to fix.  Start writing more about non-US views on topics, creating topics, and  getting your friends to help.  Something that is created by users being called biased only reflects the predominant users posting and thus can easily be remedied. 

 Also from the US> No, it's NOT so easy to fix. Throughout Wikipedia you will see entries from (obviously) American authors who have no concept of a world view and automatically write from a US perspective without any attempt to qualify their language. What, therefore, tends to happen is that the US view becomes a default with international views living in ghetto-ized paragraphs.     

 Also from the US> That is actually kind of the problem with Wikipedia all around in the first place, and that is that popular ideas are not necessarily correct. You can have people posting information about the corruptibility of whatever organization, but then the organization can have its people change the entry the next day.  â€”Preceding unsigned comment added by     

  
 This entire dicussion lends a great deal of credibilty to the idea that the left-right spectrum poorly represents political and economic views.  It seems to me that most of the debate below is equivalent to attempting to define the square root of negative 1 with only real numbers at our disposal.  It is painfully obvious that politics is muli-dimensional.  The most that can be hoped for here is to describe how the left-right spectrum is used and leave it at that.  This should probably be a very short article.  â€”Preceding unsigned comment added by     

 == Better Chart == 

 I think that this page needs a metter chart. Like this one http://studentnewsdaily.com/conservative_vs_liberal_beliefs.shtml    

  
 Edit  

 I actually think that the article, in fact the whole political movement, needs a better definition of """"left-right"""". Most political parties cannot adhere to a single category, including revolutionnary movements and far-right groups, as described somewhere else in the discussion. 

 I suggest a new use of the """"left-right"""" compass. 

 The political compass uses the """"square"""" system with two axis  x and y (social and Ã©conomic), which is not very accurate because I know my political ideas, and they tend to be pretty nearer to Mussolini than to Gandhi. Whatever. 

 What I suggest is a cube! 

 3 axis  x, y and z 

 Ã‰conomic 
 Social 
 Politic 

 The first one defines the market system (if any) of a political group. 
 The second defines the social standing of a political group about the welfare of the people (welfare checks/charity, private/public school/medical system, etc) 
 The thirds one is, basically, the way a society treats it's people (rehabilitation/punishment, democracy/totaliratism (in which I include Soviet Communism!) etc) 

 What do you think?  â€”Preceding unsigned comment added by     

 == Interesting book == 

 I came across this book: Left and Right in Global Politics 
 by Alain NoÃ«l and Jean-Philippe ThÃ©rien.  I haven't read it yet but it seems to be of great interest.    

 == Removing unneccessary detail == 

 I am removing several paragraphs that are unhelpful to the article: 
 * Edmund Burke - terms left and right not used in UK then 
 * Adam Smith - terms left and r",50
192.168.1.209,:Does J.P. Harris have anything to say about the Ancre?,50
192.168.1.131,""" 
 ::People don't need to be sent messages. They can go to the talk page and see it for themselves.â€”  """,50
192.168.1.77,REDIRECT Talk:Pieter Melvill van Carnbee (1743-1826),51
192.168.1.47,""" 

 Make all the personal attacks you want. Plus I read your replies & my so called """"Spamming"""", & noticed of the 5 adimns I contacted, 2 replied in my support, while the other 3 didn't reply at all. You are the only one who has a problem. See here to fix it, ), just a little joke of course, or is it?...Mysterious pause.... Gooooooooodbye buddy, may out paths never meet again....  """,51
192.168.1.75,:The information looks good.  What you need to do now is remove the  template.,51
192.168.1.219,"==Archive 2 (Janruary 4, 2004-December 22, 2004)== 
 ==Archive 3 (February 14, 2005-September 1, 2005== 
 ==Archive 4, The Final (Janruary 7, 2006-September 30, 2006)==",51
192.168.1.155,"Do the Macareena, you old coot.",51
192.168.1.90,":Another item that should be considered: WP's goal to serious institution and its policy not to hurt people gratuitously apply to all articles, regardless if their subjects are living or dead.",51
192.168.1.208,"== Don't feed the troll == 

 Responding with taunting is exactly the wrong way to respond.  Don't feed the troll.  Remove the post without comment, or don't do anything at all.",51
192.168.1.254,The original Homophobia in the Black Diasporic community article is god awful.  So I moved that articles information here.,51
192.168.1.97,"== Your a disgrace == 

 For you I am going to keep this simple You are a disgrace and you give admins a bad name. Is because of editors like you that Wikipeda sucks to edit and continues to not only lose editors but its editors like you that prevent new editors from joining. Kumi",51
192.168.1.176,"::::That policy if it ever existed is not the policy now, and when every other map in the media shows the status of same sex marriage law (not effect) how would such a policy reflect on Wikipedia, which is supposed to be the most current source of encyclopedic information in the world?",51
192.168.1.180,""" 

 ==Requested page protection== 
 I can no longer edit this article under these intolerable conditions. I have requested page protection for edit warring by Sceptical. I find his attitude and editing alongside him very antagonistic and it is only going to provoke me to personal attacks. There is zero chance of the article passing FA if it is going to be constantly edit warred so may as well forget it.Â |Â  """,51
192.168.1.180,""" 

 :Please accept my apologies.  I interpreted your statement """"Find a quote yourself, or move it, I don't care"""" to mean that you thought the source could be removed instead of finding a quote.  My mistake!   """,51
192.168.1.41,":::While I tend to agree with all of this and am as slightly annoyed as anyone that we appear to have been blamed even though our article was accurate and respectful at all times, and Mr. Roth was treated with dignity and respect at all times... it's always in my nature to think about how we might do better in the future.",51
192.168.1.108,":I appreciate you asking, RoyBoy.  My response may seem a lot less appreciative. 

 :It violates WP:V.  In a word, it is tendentious, just like the one that's been forced into the abortion article.  It is still a POV pushing, unsourced compromise with a small group and its meat puppets.  Even the medical definition is abbreviated and distorted as the result of the context, suggesting death is part of the medically accepted definition of abortion. 

 :Hereâ€™s yet another source to add to the ignored source list.  The â€˜â€™Oxford Thesaurusâ€™â€™:  In all the entries that contain abortion, death (including its variants) is not listed.  The main entries include miscarriage, monster, prevention, termination, and veto. 

 :I think the only potential solution for this now is arbitration.",51
192.168.1.107,KSchwartz is an annoying person who often smells of rotten fish and burnt animal hair.  He has a passing interest in Wikipedia.,51
192.168.1.58,"June 2007 (UTC) 
 :It being a first isn't very important, but mentioning the control scheme is, I think, notable.   22:23, 19",51
192.168.1.222,""" 

 :::I just reread the section...I have no idea why the section is labeled """"Views of the Faithful"""".  The section has very little to do with Mormon viewpoints and is a hodgepodge of critiques mixed with minor Mormon viewpoints.  It definitely needs work.  However, I still will like for your specific ideas so that they could be incorporated, GMK.   """,51
